,Variance,ES q=0.05,ES q=0.01,VaR q=0.05,VaR q=0.01,ERM k=10
Clayton,8.618509693110422e-05,9.145917764002082e-05,0.00014620551946933867,8.372310400745506e-05,0.00011061014226928309,8.650204051458886e-05
Frank,0.0003414490918065074,0.0005486498800522321,0.0002903271338257762,0.0005886493882832552,0.0004261150703237053,0.0004813599626244923
Gauss Mix Indep,8.859025657579019e-05,8.504032943966793e-05,9.419138271706113e-05,8.568911685527013e-05,8.481874140576648e-05,8.78313798926435e-05
Gaussian,8.544536596412559e-05,8.510702705047141e-05,8.224934530551918e-05,8.824039540684704e-05,8.239132832951296e-05,8.707471242933661e-05
Gumbel,8.601446463949187e-05,8.711192534971535e-05,0.00010154510895633037,8.947619152521331e-05,8.879159455867081e-05,8.56624413673543e-05
NIG,8.716703266704022e-05,8.867813927592248e-05,9.60890890069315e-05,8.850670605679476e-05,9.590466634963855e-05,8.709944149737749e-05
Plackett,8.780924281516294e-05,8.43111757105426e-05,8.705480138414357e-05,8.625976616353976e-05,8.851370108326685e-05,8.72016312910082e-05
rotGumbel,8.525259314290825e-05,9.194845670185026e-05,0.00010503976400837186,8.320455284866118e-05,9.65653478865726e-05,9.11276665888248e-05
t_Copula,8.702265779536108e-05,8.610029364348001e-05,8.656259553216796e-05,8.644927757204246e-05,8.62377741090216e-05,8.751231928784257e-05
