,Variance,ES q=0.05,ES q=0.01,VaR q=0.05,VaR q=0.01,ERM k=10
Clayton,6.145909162389701e-05,6.184789650946983e-05,0.00010127943079618573,6.354477151163611e-05,6.89095221091876e-05,6.0459550704018925e-05
Frank,0.00025252518276517997,0.00043165718417288924,0.0002575269507279279,0.0001707429406434384,0.0003832301341610472,0.00033775155824285533
Gauss Mix Indep,5.946908046170701e-05,5.94919452662009e-05,6.954808114028085e-05,6.46260063346738e-05,6.523921161238062e-05,6.140693964250031e-05
Gaussian,6.022002635410627e-05,5.9446076250878685e-05,5.965835749288292e-05,6.437602332933375e-05,6.068077401381302e-05,6.101283163618174e-05
Gumbel,6.027552280034541e-05,6.530161999111452e-05,7.712729379479633e-05,6.922532768524363e-05,6.784454573831177e-05,6.363032431610065e-05
NIG,5.854461472850306e-05,5.956658506692952e-05,7.00547012390838e-05,5.925231234355637e-05,7.402830610889907e-05,5.792946926247975e-05
Plackett,6.183503808327799e-05,6.039854222164315e-05,6.32519020658847e-05,6.245764741745435e-05,6.582439185691572e-05,6.217041944329838e-05
rotGumbel,5.9623304207765174e-05,6.3532355550201e-05,7.349411878552864e-05,6.027394211269693e-05,6.665068493162046e-05,6.244738054250653e-05
t_Copula,5.971327718463612e-05,5.9342510734458424e-05,5.87976119289676e-05,6.129438184930657e-05,6.100924834774568e-05,6.05846178731989e-05
