57.35999007070689, 66.98202617552376, 66.22048168382686, 66.3263783605487, 66.53316915556051, 61.92883746787346, 59.514776284841645, 63.456716462572786, 63.858832422974984, 71.58602401279003, 69.7268975365457, 72.75225935669219, 76.22807834188146, 76.16206604374884, 78.78405430827328, 84.81510766644574, 98.10395995591678, 98.07315785487853, 101.45492743180242, 97.53626675042881, 109.1635294032032, 136.81858742525247, 126.21522791357245, 127.45071819820129, 125.13983098734707, 123.62155633146726, 121.3906036488828, 122.82718614547734, 123.50742299063648, 122.75050304952887, 119.7932229970688, 120.57598183232656, 118.04317308200541, 126.08318096419151, 113.43155545750035, 116.28235351055562, 115.0980598684428, 111.53351057389361, 110.53094970861339, 106.00444130868733, 107.70566826020654, 113.41094313783967, 116.00579294781167, 126.27840854795387, 117.41436134523897, 120.85607994940972, 119.44659144016158, 122.43427012116862, 118.63701435487741, 118.2525540916069, 119.01865873384449, 118.47004053901321, 118.61132652014294, 117.72075825634045, 120.00081702396663, 119.91374099394403, 119.06140679412579, 115.45942477367126, 116.09724844710146, 117.94564155376727, 113.21150573482936, 106.64203110282477, 109.4218975929038, 106.98127539275188, 105.18963968285087, 112.78808556271446, 118.45371869939946, 118.82355825631564, 115.24946295271641, 110.9678687926968, 115.55696501970061, 114.17070862630149, 109.73436358482883, 111.34770512641924, 112.50727382966409, 102.79451211348533, 102.50706040692172, 99.05708308746674, 101.48342184346984, 104.96504589638839, 102.89869881504444, 96.53397275965429, 101.70609176807129, 97.40186908774878, 101.65911088331046, 109.11206526933772, 114.65731041608687, 114.25104792104474, 115.52708120902889, 122.339507007631, 124.18839793708727, 124.46865342450091, 127.2548533369462, 131.90702120336528, 134.6368899962957, 131.43199928928397, 128.24455491107003, 132.5274546864209, 135.17904811824891, 143.2175914229531, 140.77770334188978, 138.45847763088048, 135.37623876300887, 141.52007516952912, 145.40484768383297, 145.08700512748115, 136.15116395279944, 158.75448769254754, 157.50603415477693, 159.49516590287942, 147.24526657500007, 129.09214826849615,
0.1905647510654714, 0.22253164842366696, 0.22000160027849455, 0.22035341648022824, 0.22104042908824093, 0.2057436460726693, 0.1977235092519656, 0.2108196560218365, 0.21215558944509963, 0.23782732230162804, 0.23165082238055051, 0.24170185832788105, 0.25324942970724734, 0.2530301197466739, 0.2617410442135325, 0.28177776633370677, 0.325926777262182, 0.32582444470059313, 0.3370595595740944, 0.32404075332368376, 0.36266953290100734, 0.45454680207725073, 0.41931969406502473, 0.4234243129508348, 0.4157469468018175, 0.4107028449550407, 0.4032910420228665, 0.40806374134710083, 0.4103236644207192, 0.40780898023099293, 0.3979841295583681, 0.4005846572502544, 0.39217001023922066, 0.41888099988103494, 0.37684902145348953, 0.38632011133074956, 0.38238558095828173, 0.37054322449798544, 0.36721245750369896, 0.3521742236169014, 0.3578261403993573, 0.37678054198617833, 0.3854013054744574, 0.4195295965048301, 0.3900809347017906, 0.40151521577876986, 0.3968325297015335, 0.40675837249557684, 0.39414290483347975, 0.3928656282113186, 0.39541082635828734, 0.39358817454821665, 0.39405756318984364, 0.39109886463900484, 0.3986738107108526, 0.3983845215745649, 0.39555284649211225, 0.3835861288161836, 0.3857051443425298, 0.3918459852284627, 0.3761179592519248, 0.3542924621356305, 0.36352789897974686, 0.35541951957724877, 0.34946724147126534, 0.3747112477166593, 0.39353394916744006, 0.3947626520143377, 0.38288858123826053, 0.36866401592258075, 0.383910182789703, 0.37930467982159966, 0.3645659919761755, 0.36992593065255563, 0.373778318370977, 0.34151000702154594, 0.3405550179631951, 0.32909329929390946, 0.3371542253935875, 0.34872108271225377, 0.3418561422426726, 0.3207108729556621, 0.33789399258495445, 0.3235942494609594, 0.33773790991133046, 0.36249855571208545, 0.38092129706341155, 0.3795715877775573, 0.3838109010266741, 0.4064435448758505, 0.41258603965809726, 0.41351712101163096, 0.4227735991260671, 0.4382293063234727, 0.4472986378614475, 0.43665116042951485, 0.426061644222824, 0.44029054713096644, 0.4490998276353785, 0.47580595157127276, 0.4677000111026238, 0.459994942295284, 0.4497549460565079, 0.47016636268946554, 0.48307258366721917, 0.4820166283305022, 0.4523294483481709, 0.5274235471513208, 0.5232758609793253, 0.5298842721025895, 0.4891869321428574, 0.4288775689983261
