,Variance,ES q=0.05,ES q=0.01,VaR q=0.05,VaR q=0.01,ERM k=10
Clayton,0.00010671397904740258,1.9155283192273534e-05,4.251132930546678e-05,1.773580393199893e-05,2.1535515521909357e-05,1.7740369456216373e-05
Frank,0.0002412246241118303,0.00044374534317218923,0.0002613009680794724,0.00012006214433597617,0.0003859460094443334,0.00037715867160053397
Gauss Mix Indep,1.7059282958411927e-05,1.775479829685418e-05,1.8241352074556982e-05,1.7756598744984434e-05,1.7643418838211635e-05,1.7681891445598246e-05
Gaussian,1.6956989854161245e-05,1.7742627974500976e-05,1.8896566889510835e-05,1.7714966000219194e-05,1.767823475670423e-05,1.747908304587923e-05
Gumbel,1.693625645735146e-05,2.163976093480335e-05,2.8279036753371103e-05,1.9255260550111716e-05,2.3351948897835246e-05,1.9781186323808588e-05
NIG,1.68508335362623e-05,1.731568616562079e-05,3.0263505060655158e-05,1.7164104136589008e-05,2.241456761285405e-05,1.628908152512869e-05
Plackett,1.6889774369335433e-05,1.7788026439362814e-05,2.091504530446539e-05,1.7456999540789445e-05,1.83212336445207e-05,1.7400478072685686e-05
rotGumbel,1.700312519315234e-05,1.7680780315986133e-05,1.9796509163751083e-05,1.683206774054198e-05,1.7296260853953206e-05,1.75462866557472e-05
t_Copula,1.6817214490058498e-05,1.757419894765437e-05,1.9426580439289576e-05,1.7889277488129474e-05,1.8376033976881785e-05,1.7371437344921532e-05
