,Date,rs,rf,rh,h
0,2021-05-27 20:00:00+00:00,0.0064717222728911,0.006582792406038,4.220257337182037e-06,0.9824860965722795
1,2021-05-26 20:00:00+00:00,0.0868464487349571,0.0326430667787524,0.0547750894753524,0.9824860965722795
2,2021-05-25 20:00:00+00:00,-0.0538972782526202,-0.0622446157222066,0.0072571912809321,0.9824860965722795
3,2021-05-24 20:00:00+00:00,0.1210343332043521,0.0943300216439482,0.02835639844981079,0.9824860965722795
4,2021-05-21 20:00:00+00:00,-0.1695756583033472,-0.1088085571403067,-0.06267276372490545,0.9824860965722795
0,2021-05-20 20:00:00+00:00,0.0687940074899125,0.0212907228088815,0.04815801916142011,0.9692478979569458
1,2021-05-19 20:00:00+00:00,-0.2697765816800419,-0.0904653208639313,-0.18209325959467587,0.9692478979569458
2,2021-05-18 20:00:00+00:00,0.007676983921573,-0.0196937896817927,0.026765148173456762,0.9692478979569458
3,2021-05-17 20:00:00+00:00,-0.1810195450828114,-0.1316446932912137,-0.05342320283311569,0.9692478979569458
4,2021-05-14 20:00:00+00:00,0.1039423493788422,0.0368500039875044,0.06822556047424849,0.9692478979569458
0,2021-05-13 20:00:00+00:00,-0.1127400127933915,-0.1196032473721272,0.004863646684183473,0.9832814916109192
1,2021-05-12 20:00:00+00:00,0.0033427984832911,-0.0423689719148536,0.045003424385749495,0.9832814916109192
2,2021-05-11 20:00:00+00:00,0.0196737929889051,0.0189470032696767,0.0010435553523404292,0.9832814916109192
3,2021-05-10 20:00:00+00:00,0.1273050352752697,-0.0359908941145356,0.16269421532462092,0.9832814916109192
4,2021-05-07 20:00:00+00:00,0.0085402024080998,0.0263839887033625,-0.01740268535878812,0.9832814916109192
0,2021-05-06 20:00:00+00:00,0.0005257598179213,-0.0192018525217622,0.019844826851729367,1.0061043335226652
1,2021-05-05 20:00:00+00:00,0.0203005192039219,0.0504024053813606,-0.0304095592702311,1.0061043335226652
2,2021-05-04 20:00:00+00:00,0.0329799922250115,-0.0593935613094369,0.09273611164178006,1.0061043335226652
3,2021-05-03 20:00:00+00:00,0.1705873193180136,0.0095123512143707,0.16101690153924567,1.0061043335226652
4,2021-04-30 20:00:00+00:00,0.0210526691931448,0.0820866754207396,-0.06153509067212974,1.0061043335226652
0,2021-04-29 20:00:00+00:00,-0.0046706785717935,-0.0494098012974383,0.04516700524961229,1.0086598713763635
1,2021-04-28 20:00:00+00:00,0.042893813488665,0.0130118398563282,0.029769292772811158,1.0086598713763635
2,2021-04-27 20:00:00+00:00,0.0515102242969215,0.0118940102983315,0.039513213399257306,1.0086598713763635
